Species,Tissue Class,Tissue Type,Cancer,Cell Type,Cell Marker,Source,Supported Sources,Details
Mouse,Brain,Brain,Normal cell,Microglial cell,Mfsd10,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Microglial cell,Mgat1,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Microglial cell,Mgat2,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Macrophage,Mgl2,Experiment,3,DETAIL
Mouse,Brain,Brain,Normal cell,Microglial cell,Mgmt,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Vascular cell,MGP,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Astrocyte,Mgst1,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Neuron,Mgst3,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Activation myeloid cell,MHC-II,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Conventional dendritic cell 1(cDC1),MHC-II,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Conventional dendritic cell 2(cDC2),MHC-II,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Functional myeloid cell,MHC-II,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Border-associated macrophage,MHCII,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Macrophage,MHCII,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Astrocyte,Mical1,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Oligodendrocyte,Micall1,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Astrocyte,Micall2,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Neuron,Micu3,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Astrocyte,Mid1ip1,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Microglial cell,Mif,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Oligodendrocyte,Mif4gd,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Astrocyte,Mink1,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Neuron,Minpp1,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Cerebellar interneuron,Mki67,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Ganglionic eminence cell,Mki67,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Glial cell,Mki67,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Neuron,Mki67,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Microglial cell,Mknk1,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Astrocyte,Mlc1,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Neuron,Mllt4,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Astrocyte,Mmab,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Astrocyte,Mmd2,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,CD10+ B cell,MME,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Border-associated macrophage,MMR,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Neuron,Moap1,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Microglial cell,Mob1a,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Oligodendrocyte,Mobp,Experiment,3,DETAIL
Mouse,Brain,Brain,Normal cell,Mature oligodendrocyte,Mog,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Myelinating oligodendrocyte,Mog,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Oligodendrocyte,Mog,Experiment,9,DETAIL
Mouse,Brain,Brain,Normal cell,Neuron,Morc2a,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Microglial cell,Morc3,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Microglial cell,Mov10,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Endothelial cell,MOXD1,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Oligodendrocyte,Mp68,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Astrocyte,Mpc1,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Astrocyte,Mpdz,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Microglial cell,Mpeg1,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Microglial cell,Mpo,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Microglial cell,Mpp1,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Astrocyte,Mpp5,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Astrocyte,Mpp6,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Neuron,Mpped2,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Myelinating stem cell,Mpz,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Oligodendrocyte,Mpz,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Astrocyte,Mras,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Central nervous system-associated macrophage,Mrc1,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Engrafted macrophage,Mrc1,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Macrophage,Mrc1,Experiment,3,DETAIL
Mouse,Brain,Brain,Normal cell,Microglial cell,Mrc1,Experiment,2,DETAIL
Mouse,Brain,Brain,Normal cell,Microglial cell,Mrc2,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Border-associated macrophage,Mrc3,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Neuron,Mrgbp,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Microglial cell,Mroh1,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Oligodendrocyte,Mrps18b,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,CD20+ B cell,MS4A1,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Basophil,MS4A2,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Border-associated macrophage,Ms4a7,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Central nervous system-associated macrophage,Ms4a7,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Engrafted macrophage,Ms4a7,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Macrophage,Ms4a7,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Infiltrating macrophage,Ms4a8a,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Astrocyte,Msi2,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Neuron,Msl1,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Microglial cell,Msn,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Oligodendrocyte,Mtap,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Oligodendrocyte,Mtcp1,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Astrocyte,Mthfd1,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Microglial cell,Mthfr,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Microglial cell,Mthfsl,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Astrocyte,Mtm1,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Microglial cell,Mtmr6,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Oligodendrocyte,Mtmr7,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Microglial cell,Mtr,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Neuron,Mtss1,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Neuron,Mturn,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Neuron,Mum1,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Astrocyte,Mut,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Microglial cell,Mvp,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Olfactory ensheathing glia,Mybpc1,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Oligodendrocyte,Mycl1,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Bipotent progenitor cell,Myf5,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Astrocyte,Myh11,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Smooth muscle cell,Myh11,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Astrocyte,Myh14,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Microglial cell,Myh9,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Astrocyte,Myl9,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,GABAergic neuron,Myl9,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Glutamatergic neuron,Myl9,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Vascular cell,MYL9,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Astrocyte,Myo10,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Microglial cell,Myo1c,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Oligodendrocyte,Myo1d,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Microglial cell,Myo1e,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Microglial cell,Myo1f,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Microglial cell,Myo1g,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Astrocyte,Myo6,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Neuron,Myo9a,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Microglial cell,Myof,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Oligodendrocyte,Myrf,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Neuron,Myt1,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Microglial cell,Naaa,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Astrocyte,Nacc2,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Astrocyte,Nadk,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Astrocyte,Nadk2,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Microglial cell,Naga,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Microglial cell,Nagk,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Microglial cell,Naglu,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Microglial cell,Naip2,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Stem cell,NANOG,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Oligodendrocyte,Nap1l5,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Neuron,Napb,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Astrocyte,Naprt,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Neuron,Nasp,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Astrocyte,Nat1,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Microglial cell,Nat2,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Oligodendrocyte,Nav2,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Oligodendrocyte,Ncald,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Astrocyte,Ncam1,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Immature stem cell,Ncam1,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Non-myelinating stem cell,Ncam1,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Oligodendrocyte,Ncam2,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Astrocyte,Ncan,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Neuron,Ncapg,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Neuron,Ncaph,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Microglial cell,Ncf1,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Microglial cell,Ncf2,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Microglial cell,Ncf4,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Neuron,Nck2,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Microglial cell,Nckap1l,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Myelinating stem cell,Ncmap,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Neuron,Ncoa2,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Natural killer cell,Ncr1,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Neuron,Ncs1,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Astrocyte,Nde1,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Interneuron,Ndnf,Experiment,2,DETAIL
Mouse,Brain,Brain,Normal cell,Pyramidal neuron,Ndnf,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Oligodendrocyte,Ndrg1,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Astrocyte,Ndrg2,Experiment,2,DETAIL
Mouse,Brain,Brain,Normal cell,Neural stem cell,Ndrg4,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Neuron,Ndrg4,Experiment,2,DETAIL
Mouse,Brain,Brain,Normal cell,Neuron,Ndufa1,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Neuron,Ndufaf6,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Astrocyte,Nebl,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Oligodendrocyte,Necab2,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Microglial cell,Necap2,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Neuron,Nedd4l,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Oligodendrocyte,Nefh,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Oligodendrocyte,Nefl,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Microglial cell,Nek6,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Microglial cell,Nek7,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Neuron,Nell2,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Astrocyte,Nes,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Neural progenitor cell,Nes,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Radial glia like cell,Nes,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Neural crest cell,Nestin,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Neural stem cell,Nestin,Experiment,2,DETAIL
Mouse,Brain,Brain,Normal cell,Neuron,NESTIN,Experiment,2,DETAIL
Mouse,Brain,Brain,Normal cell,Progenitor cell,Nestin,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Radial glia like cell,Nestin,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Radial glial cell,Nestin,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Stem cell,Nestin,Experiment,2,DETAIL
Mouse,Brain,Brain,Normal cell,Microglial cell,Neu1,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Oligodendrocyte,Neu4,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Mature neuron,NeuN,Experiment,2,DETAIL
Mouse,Brain,Brain,Normal cell,Neuron,NeuN,Experiment,15,DETAIL
Mouse,Brain,Brain,Normal cell,Migrating neuron,Neurod1,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Neural progenitor cell,NEUROD1,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Newborn neuron,Neurod1,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Pyramidal cell,Neurod1,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Excitatory neuron,Neurod2,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Nascent neuron,NEUROD2,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Neuron,Neurod2,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Pyramidal cell,Neurod2,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Excitatory neuron,Neurod6,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Pyramidal cell,Neurod6,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Astrocyte,Neuron-specific enolase,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Neuron,Neuron-specific enolase,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Neuron,NF,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Microglial cell,Nfatc1,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Microglial cell,Nfatc2,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Astrocyte,Nfia,Experiment,2,DETAIL
Mouse,Brain,Brain,Normal cell,Neuron,Nfib,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Neuron,Nfix,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Microglial cell,Nfkb1,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Microglial cell,Nfkb2,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Microglial cell,Nfkbiz,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Microglial cell,Nfxl1,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Mural cell,NG2,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Oligodendrocyte precursor cell,NG2,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Oligodendrocyte progenitor cell,NG2,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Pericyte,NG2,Experiment,2,DETAIL
Mouse,Brain,Brain,Normal cell,Astrocyte,Ngef,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Immature stem cell,Ngfr,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Mesenchymal stem cell,NGFR,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Non-myelinating stem cell,Ngfr,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Microglial cell,Ngp,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Microglial cell,Nhlrc3,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Astrocyte,Nhsl1,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Oligodendrocyte,Nhsl2,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Natural killer cell,NK1.1,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Natural killer cell,NKG2A,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Natural killer cell,NKG2C,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Natural killer cell,NKG2D,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Lymphocyte,Nkg7,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Natural killer cell,NKG7,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Natural killer T(NKT) cell,NKG7,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Natural killer cell,NKP30,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Natural killer cell,NKP44,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Natural killer cell,NKP46,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Oligodendrocyte,Nkx2-2,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Oligodendrocyte,Nlgn3,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Astrocyte,Nlrx1,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Microglial cell,Nme4,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Microglial cell,Nmi,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Neuron,Noa1,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Oligodendrocyte,Nob1,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Oligodendrocyte,Nol3,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Neuron,Nol4,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Neuron,Nosip,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Radial glia like cell,Notch2,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Radial glial cell,Notch2,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Pericyte,Notch3,Experiment,2,DETAIL
Mouse,Brain,Brain,Normal cell,Microglial cell,Npc2,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Microglial cell,Npl,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Pyramidal cell,Nptx1,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Neuron,Nptxr,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Interneuron,Npy,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Astrocyte,Nqo1,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Stem cell,NR2E1,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Monocyte-derived macrophage,Nr4a1,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Claustrum pyramidal cell,Nr4a2,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Astrocyte,Nrbp2,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Astrocyte,Nrcam,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Oligodendrocyte,Nrd1,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Neuron,Nrde2,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Interneuron,Nrn1,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Pyramidal cell,Nrn1,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Border-associated macrophage,NRP1,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Hippocampal pyramidal precursor cell,Nrp1,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,T cell,Nrp1,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Hippocampal granule precursor cell,Nrp2,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Neuron,NRUROD6,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Astrocyte,Nrxn1,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,GABAergic neuron,Nrxn3,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Neuron,Nrxn3,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Neuron,Nsd1,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Astrocyte,Nsdhl,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,GABAergic neuron,Nsf,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Neuron,Nsg1,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Neuron,Nsg2,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Neuron,Nsrp1,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Microglial cell,Nt5dc1,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Neuron,Nt5dc2,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Neuron,Nt5dc3,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Microglial cell,Nt5e,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Endothelial cell,NTNG1,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Cholinergic interneuron,Ntrk1,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Astrocyte,Ntsr2,Experiment,2,DETAIL
Mouse,Brain,Brain,Normal cell,Astrocyte,Nudt12,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Oligodendrocyte,Nudt18,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Astrocyte,Nudt19,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Astrocyte,Nudt2,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Astrocyte,Nudt7,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Neuron,Nup35,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Dopaminergic neuron,Nurr1,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Astrocyte,Nwd1,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Microglial cell,Oard1,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Microglial cell,Oas1a,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Astrocyte,Oat,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Neuron,Ociad2,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Endothelial cell,Ocln,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Stem cell,4-Oct,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Neuron,Ogt,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Neuron,Olfm1,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Oligodendrocyte,Olfm2,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Microglial cell,Olfml3,Experiment,2,DETAIL
Mouse,Brain,Brain,Normal cell,Differentiating oligodendrocyte,Olig1,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,GABAergic neuron,Olig1,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Glutamatergic neuron,Olig1,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Mature oligodendrocyte,Olig1,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Oligodendrocyte,Olig1,Experiment,8,DETAIL
Mouse,Brain,Brain,Normal cell,Oligodendrocyte precursor cell,Olig1,Experiment,4,DETAIL
Mouse,Brain,Brain,Normal cell,Polydendrocyte,Olig1,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Oligodendrocyte,Olig2,Experiment,12,DETAIL
Mouse,Brain,Brain,Normal cell,Oligodendrocyte precursor cell,Olig2,Experiment,3,DETAIL
Mouse,Brain,Brain,Normal cell,Oligodendrocyte progenitor cell,OLIG2,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Stem cell,OLIG2,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Oligodendrocyte,Olig3,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Astrocyte,Olig4,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Mature oligodendrocyte,Opalin,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Oligodendrocyte progenitor cell,OPC,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Oligodendrocyte,Opcml,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Microglial cell,Ophn1,Experiment,1,DETAIL
Mouse,Brain,Brain,Normal cell,Astrocyte,Oplah,Experiment,1,DETAIL
